# System: 100CH3OH-CG
#    Step   Total energy, kJ/mol
   369000  -1725.072
   370000  -1723.300
   371000  -1707.699
   372000  -1674.013
   373000  -1689.165
   374000  -1706.478
   375000  -1728.700
   376000  -1696.245
   377000  -1702.644
   378000  -1673.500
   379000  -1678.046
   380000  -1674.865
   381000  -1661.002
   382000  -1703.612
   383000  -1680.210
   384000  -1631.876
   385000  -1636.496
   386000  -1634.208
   387000  -1693.940
   388000  -1760.697
   389000  -1770.940
   390000  -1734.115
   391000  -1723.229
   392000  -1785.054
   393000  -1730.638
   394000  -1748.489
   395000  -1717.317
   396000  -1685.320
   397000  -1769.692
   398000  -1754.304
   399000  -1727.087
   400000  -1694.883
   401000  -1697.957
   402000  -1716.223
   403000  -1707.206
   404000  -1766.686
   405000  -1760.195
   406000  -1715.906
   407000  -1732.431
   408000  -1723.432
   409000  -1706.993
   410000  -1747.771
   411000  -1742.344
   412000  -1734.325
   413000  -1758.619
   414000  -1801.148
   415000  -1819.949
   416000  -1849.264
   417000  -1826.131
   418000  -1806.319
   419000  -1771.874
   420000  -1755.059
   421000  -1776.506
   422000  -1809.809
   423000  -1820.974
   424000  -1789.261
   425000  -1760.865
   426000  -1807.066
   427000  -1766.752
   428000  -1774.721
   429000  -1809.677
   430000  -1757.956
   431000  -1798.330
   432000  -1853.022
   433000  -1762.497
   434000  -1816.966
   435000  -1809.683
   436000  -1841.405
   437000  -1849.341
   438000  -1813.372
   439000  -1865.446
   440000  -1822.912
   441000  -1810.386
   442000  -1811.673
   443000  -1767.027
   444000  -1770.277
   445000  -1757.147
   446000  -1800.301
   447000  -1794.886
   448000  -1734.738
   449000  -1742.516
   450000  -1742.987
   451000  -1785.531
   452000  -1770.782
   453000  -1753.561
   454000  -1741.659
   455000  -1800.605
   456000  -1773.229
   457000  -1779.145
   458000  -1754.511
   459000  -1726.125
   460000  -1717.425
   461000  -1678.267
   462000  -1760.932
   463000  -1759.292
   464000  -1749.593
   465000  -1709.894
   466000  -1718.818
   467000  -1747.285
   468000  -1741.957
   469000  -1691.015
   470000  -1698.797
   471000  -1661.930
   472000  -1734.519
   473000  -1710.845
   474000  -1715.378
   475000  -1749.278
   476000  -1753.647
   477000  -1758.554
   478000  -1742.877
   479000  -1705.416
   480000  -1729.904
   481000  -1732.020
   482000  -1726.169
   483000  -1687.159
   484000  -1680.634
   485000  -1708.334
   486000  -1707.912
   487000  -1696.697
   488000  -1817.622
   489000  -1760.520
   490000  -1736.434
   491000  -1713.144
   492000  -1778.039
   493000  -1820.454
   494000  -1783.340
   495000  -1788.144
   496000  -1703.054
   497000  -1779.452
   498000  -1777.611
   499000  -1788.221
   500000  -1736.333
   501000  -1733.321
   502000  -1731.621
   503000  -1734.743
   504000  -1696.150
   505000  -1755.521
   506000  -1738.276
   507000  -1803.754
   508000  -1864.078
   509000  -1840.344
   510000  -1870.953
   511000  -1833.146
   512000  -1831.249
   513000  -1816.174
   514000  -1845.339
   515000  -1780.813
   516000  -1770.224
   517000  -1816.677
   518000  -1796.674
   519000  -1796.161
   520000  -1756.434
   521000  -1799.519
   522000  -1859.567
   523000  -1844.296
   524000  -1765.617
   525000  -1785.823
   526000  -1730.179
   527000  -1740.540
   528000  -1756.258
   529000  -1775.051
   530000  -1743.353
   531000  -1773.247
   532000  -1742.372
   533000  -1719.942
   534000  -1738.080
   535000  -1772.380
   536000  -1801.620
   537000  -1769.079
   538000  -1756.647
   539000  -1747.192
   540000  -1730.079
   541000  -1795.415
   542000  -1761.441
   543000  -1776.942
   544000  -1786.935
   545000  -1722.119
   546000  -1699.214
   547000  -1754.346
   548000  -1782.816
   549000  -1763.651
   550000  -1810.705
   551000  -1780.656
   552000  -1792.489
   553000  -1846.505
   554000  -1786.999
   555000  -1778.560
   556000  -1762.404
   557000  -1774.426
   558000  -1767.229
   559000  -1793.486
   560000  -1790.507
   561000  -1778.710
   562000  -1723.942
   563000  -1699.603
   564000  -1763.652
   565000  -1690.527
   566000  -1698.844
   567000  -1751.862
   568000  -1739.112
   569000  -1745.394
   570000  -1761.469
   571000  -1768.713
   572000  -1808.211
   573000  -1816.239
   574000  -1852.176
   575000  -1774.788
   576000  -1832.243
   577000  -1820.698
   578000  -1798.180
   579000  -1767.558
   580000  -1782.997
   581000  -1783.825
   582000  -1792.223
   583000  -1810.258
   584000  -1740.228
   585000  -1726.869
   586000  -1711.465
   587000  -1738.574
   588000  -1764.545
   589000  -1737.985
   590000  -1714.229
   591000  -1742.619
   592000  -1711.112
   593000  -1731.727
   594000  -1748.733
   595000  -1731.686
   596000  -1753.902
   597000  -1719.487
   598000  -1724.138
   599000  -1772.663
   600000  -1840.669
   601000  -1859.468
   602000  -1823.049
   603000  -1765.001
   604000  -1791.192
   605000  -1813.164
   606000  -1801.390
   607000  -1771.076
   608000  -1750.776
   609000  -1814.615
   610000  -1804.591
   611000  -1758.469
   612000  -1740.913
   613000  -1722.331
   614000  -1786.193
   615000  -1803.181
   616000  -1749.029
   617000  -1762.119
   618000  -1808.242
   619000  -1840.654
   620000  -1799.714
   621000  -1820.690
   622000  -1779.898
   623000  -1757.666
   624000  -1731.493
   625000  -1735.280
   626000  -1685.494
   627000  -1741.262
   628000  -1752.046
   629000  -1744.465
   630000  -1749.556
   631000  -1740.094
   632000  -1747.095
   633000  -1760.689
   634000  -1759.835
   635000  -1778.680
   636000  -1781.869
   637000  -1828.704
   638000  -1753.937
   639000  -1804.797
   640000  -1730.478
   641000  -1761.524
   642000  -1706.572
   643000  -1752.950
   644000  -1756.203
   645000  -1743.359
   646000  -1775.507
   647000  -1753.638
   648000  -1755.500
   649000  -1756.814
   650000  -1785.503
   651000  -1836.167
   652000  -1831.877
   653000  -1832.109
   654000  -1754.355
   655000  -1804.672
   656000  -1809.031
   657000  -1839.927
   658000  -1804.012
   659000  -1785.066
   660000  -1649.859
   661000  -1721.808
   662000  -1744.422
   663000  -1766.812
   664000  -1736.004
   665000  -1784.877
   666000  -1730.601
   667000  -1729.655
   668000  -1759.765
   669000  -1782.603
   670000  -1764.538
   671000  -1792.241
   672000  -1788.717
   673000  -1753.020
   674000  -1731.931
   675000  -1746.927
   676000  -1742.448
   677000  -1789.913
   678000  -1819.499
   679000  -1764.467
   680000  -1741.647
   681000  -1786.214
   682000  -1713.448
   683000  -1716.162
   684000  -1716.903
   685000  -1684.430
   686000  -1705.881
   687000  -1697.200
   688000  -1666.876
   689000  -1688.583
   690000  -1693.633
   691000  -1694.998
   692000  -1721.593
   693000  -1751.090
   694000  -1768.283
   695000  -1780.430
   696000  -1817.331
   697000  -1758.228
   698000  -1738.569
   699000  -1765.621
   700000  -1787.120
   701000  -1712.879
   702000  -1756.528
   703000  -1752.441
   704000  -1742.119
   705000  -1734.824
   706000  -1727.231
   707000  -1759.179
   708000  -1770.614
   709000  -1757.297
   710000  -1749.945
   711000  -1704.414
   712000  -1709.996
   713000  -1670.611
   714000  -1722.869
   715000  -1714.577
   716000  -1717.340
   717000  -1708.470
   718000  -1657.227
   719000  -1720.586
   720000  -1729.061
   721000  -1804.247
   722000  -1828.996
   723000  -1778.075
   724000  -1817.129
   725000  -1761.816
   726000  -1771.969
   727000  -1778.626
   728000  -1800.588
   729000  -1771.495
   730000  -1790.108
   731000  -1750.855
   732000  -1833.716
   733000  -1779.266
   734000  -1797.265
   735000  -1824.681
   736000  -1829.545
   737000  -1809.908
   738000  -1775.120
   739000  -1752.134
   740000  -1724.303
   741000  -1781.464
   742000  -1735.527
   743000  -1782.448
   744000  -1757.877
   745000  -1748.508
   746000  -1762.274
   747000  -1797.693
   748000  -1806.487
   749000  -1796.547
   750000  -1816.385
   751000  -1770.083
   752000  -1798.164
   753000  -1817.879
   754000  -1813.251
   755000  -1825.636
   756000  -1807.556
   757000  -1786.873
   758000  -1807.822
   759000  -1791.679
   760000  -1796.181
   761000  -1775.617
   762000  -1767.512
   763000  -1719.814
   764000  -1733.235
   765000  -1747.085
   766000  -1746.630
   767000  -1760.139
   768000  -1779.300
   769000  -1785.982
   770000  -1765.864
   771000  -1827.352
   772000  -1781.611
   773000  -1803.753
   774000  -1785.903
   775000  -1762.861
   776000  -1821.865
   777000  -1849.529
   778000  -1746.446
   779000  -1781.595
   780000  -1734.983
   781000  -1734.284
   782000  -1760.723
   783000  -1767.716
   784000  -1726.802
   785000  -1704.677
   786000  -1718.289
   787000  -1688.403
   788000  -1713.885
   789000  -1773.382
   790000  -1760.791
   791000  -1808.033
   792000  -1790.986
   793000  -1749.167
   794000  -1791.862
   795000  -1786.994
   796000  -1710.149
   797000  -1689.742
   798000  -1777.201
   799000  -1735.750
   800000  -1725.978
   801000  -1792.722
   802000  -1839.618
   803000  -1787.015
   804000  -1733.081
   805000  -1771.853
   806000  -1791.301
   807000  -1765.984
   808000  -1740.916
   809000  -1763.816
   810000  -1778.365
   811000  -1782.325
   812000  -1774.424
   813000  -1762.138
   814000  -1808.452
   815000  -1818.135
   816000  -1766.809
   817000  -1743.002
   818000  -1759.099
   819000  -1776.883
   820000  -1800.406
   821000  -1746.518
   822000  -1803.633
   823000  -1797.914
   824000  -1846.798
   825000  -1814.602
   826000  -1812.252
   827000  -1783.525
   828000  -1764.126
   829000  -1740.761
   830000  -1756.364
   831000  -1779.297
   832000  -1841.088
   833000  -1901.686
   834000  -1871.087
   835000  -1819.142
   836000  -1788.730
   837000  -1781.447
   838000  -1704.967
   839000  -1709.842
   840000  -1701.521
   841000  -1665.533
   842000  -1695.876
   843000  -1679.029
   844000  -1701.123
   845000  -1679.433
   846000  -1660.122
   847000  -1633.103
   848000  -1693.185
   849000  -1733.559
   850000  -1670.269
   851000  -1738.058
   852000  -1737.963
   853000  -1703.142
   854000  -1755.021
   855000  -1784.260
   856000  -1766.607
   857000  -1793.654
   858000  -1756.357
   859000  -1796.770
   860000  -1717.537
   861000  -1726.347
   862000  -1793.591
   863000  -1818.423
   864000  -1836.807
   865000  -1848.065
   866000  -1867.935
   867000  -1860.800
   868000  -1806.243
   869000  -1766.285
   870000  -1793.162
   871000  -1820.207
   872000  -1779.785
   873000  -1837.115
   874000  -1815.074
   875000  -1808.149
   876000  -1812.981
   877000  -1840.275
   878000  -1817.722
   879000  -1843.612
   880000  -1814.714
   881000  -1743.797
   882000  -1748.293
   883000  -1768.960
   884000  -1759.293
   885000  -1724.096
   886000  -1743.794
   887000  -1756.841
   888000  -1758.316
   889000  -1774.403
   890000  -1805.746
   891000  -1747.630
   892000  -1754.182
   893000  -1791.255
   894000  -1745.471
   895000  -1780.003
   896000  -1801.894
   897000  -1778.036
   898000  -1817.060
   899000  -1838.872
   900000  -1830.747
   901000  -1753.614
   902000  -1812.464
   903000  -1794.135
   904000  -1772.666
   905000  -1773.439
   906000  -1768.516
   907000  -1815.995
   908000  -1744.461
   909000  -1730.096
   910000  -1728.250
   911000  -1764.183
   912000  -1780.087
   913000  -1804.761
   914000  -1756.426
   915000  -1789.167
   916000  -1827.938
   917000  -1783.882
   918000  -1748.765
   919000  -1739.252
   920000  -1780.166
   921000  -1709.294
   922000  -1674.967
   923000  -1726.475
   924000  -1773.253
   925000  -1752.053
   926000  -1782.485
   927000  -1698.041
   928000  -1736.173
   929000  -1789.347
   930000  -1731.634
   931000  -1732.068
   932000  -1733.660
   933000  -1760.280
   934000  -1746.011
   935000  -1777.902
   936000  -1796.223
   937000  -1718.607
   938000  -1686.515
   939000  -1718.567
   940000  -1712.817
   941000  -1721.635
   942000  -1742.192
   943000  -1795.866
   944000  -1797.990
   945000  -1745.384
   946000  -1748.919
   947000  -1756.494
   948000  -1754.927
   949000  -1780.954
   950000  -1723.402
   951000  -1703.285
   952000  -1679.321
   953000  -1671.643
   954000  -1664.121
   955000  -1664.542
   956000  -1673.579
   957000  -1732.520
   958000  -1734.894
   959000  -1720.979
   960000  -1769.060
   961000  -1784.135
   962000  -1791.142
   963000  -1747.627
   964000  -1736.454
   965000  -1787.709
   966000  -1802.141
   967000  -1767.505
   968000  -1732.898
   969000  -1716.906
   970000  -1692.899
   971000  -1736.627
   972000  -1744.182
   973000  -1798.371
   974000  -1774.547
   975000  -1771.790
   976000  -1782.455
   977000  -1832.023
   978000  -1807.050
   979000  -1824.945
   980000  -1795.962
   981000  -1827.366
   982000  -1847.926
   983000  -1813.106
   984000  -1876.325
   985000  -1861.771
   986000  -1900.184
   987000  -1944.787
   988000  -1869.834
   989000  -1865.699
   990000  -1831.654
   991000  -1787.803
   992000  -1781.958
   993000  -1808.905
   994000  -1759.828
   995000  -1792.010
   996000  -1737.677
   997000  -1802.274
   998000  -1745.345
   999000  -1700.298
  1000000  -1723.299
  1001000  -1738.077
  1002000  -1777.319
  1003000  -1729.741
  1004000  -1737.392
  1005000  -1738.452
  1006000  -1729.070
  1007000  -1741.170
  1008000  -1735.802
  1009000  -1706.594
  1010000  -1755.203
  1011000  -1776.164
  1012000  -1777.139
  1013000  -1786.823
  1014000  -1783.341
  1015000  -1799.722
  1016000  -1818.673
  1017000  -1821.446
  1018000  -1789.374
  1019000  -1776.697
  1020000  -1765.624
  1021000  -1764.671
  1022000  -1793.744
  1023000  -1803.830
  1024000  -1794.732
  1025000  -1784.880
  1026000  -1796.998
  1027000  -1763.544
  1028000  -1757.037
  1029000  -1774.808
  1030000  -1695.127
  1031000  -1716.834
  1032000  -1751.661
  1033000  -1767.015
  1034000  -1803.457
  1035000  -1778.067
  1036000  -1751.970
  1037000  -1747.931
  1038000  -1727.784
  1039000  -1756.085
  1040000  -1758.621
  1041000  -1763.325
  1042000  -1780.696
  1043000  -1775.742
  1044000  -1776.625
  1045000  -1757.307
  1046000  -1743.915
  1047000  -1691.498
  1048000  -1665.564
  1049000  -1785.596
  1050000  -1780.952
  1051000  -1750.000
  1052000  -1807.308
  1053000  -1748.435
  1054000  -1767.109
  1055000  -1737.308
  1056000  -1763.000
  1057000  -1836.417
  1058000  -1810.870
  1059000  -1767.340
  1060000  -1767.992
  1061000  -1788.706
  1062000  -1842.031
  1063000  -1816.924
  1064000  -1843.630
  1065000  -1834.962
  1066000  -1806.421
  1067000  -1848.148
  1068000  -1804.742
  1069000  -1755.217
  1070000  -1738.914
  1071000  -1762.415
  1072000  -1778.291
  1073000  -1785.192
  1074000  -1741.235
  1075000  -1737.943
  1076000  -1753.182
  1077000  -1794.945
  1078000  -1793.383
  1079000  -1787.130
  1080000  -1772.738
  1081000  -1736.180
  1082000  -1782.299
  1083000  -1774.664
  1084000  -1710.455
  1085000  -1715.211
  1086000  -1744.856
  1087000  -1728.832
  1088000  -1691.152
  1089000  -1711.225
  1090000  -1709.885
  1091000  -1750.336
  1092000  -1724.243
  1093000  -1746.704
  1094000  -1798.073
  1095000  -1827.536
  1096000  -1728.576
  1097000  -1731.750
  1098000  -1726.455
  1099000  -1695.171
  1100000  -1724.917
  1101000  -1674.174
  1102000  -1709.154
  1103000  -1714.134
  1104000  -1753.253
  1105000  -1783.381
  1106000  -1792.005
  1107000  -1820.551
  1108000  -1800.788
  1109000  -1756.814
  1110000  -1784.495
  1111000  -1765.860
  1112000  -1755.137
  1113000  -1749.308
  1114000  -1708.099
  1115000  -1689.958
  1116000  -1692.550
  1117000  -1678.795
  1118000  -1723.599
  1119000  -1788.206
  1120000  -1756.770
  1121000  -1721.125
  1122000  -1719.756
  1123000  -1741.894
  1124000  -1781.332
  1125000  -1748.598
  1126000  -1744.482
  1127000  -1764.476
  1128000  -1801.596
  1129000  -1761.166
  1130000  -1727.235
  1131000  -1710.946
  1132000  -1750.590
  1133000  -1693.255
  1134000  -1756.712
  1135000  -1793.439
  1136000  -1714.787
  1137000  -1789.718
  1138000  -1785.841
  1139000  -1799.851
  1140000  -1790.436
  1141000  -1755.556
  1142000  -1774.002
  1143000  -1760.038
  1144000  -1713.122
  1145000  -1732.385
  1146000  -1788.723
  1147000  -1725.760
  1148000  -1820.931
  1149000  -1779.764
  1150000  -1821.268
  1151000  -1835.686
  1152000  -1835.671
  1153000  -1836.249
  1154000  -1797.786
  1155000  -1763.705
  1156000  -1773.914
  1157000  -1800.012
  1158000  -1774.424
  1159000  -1801.961
  1160000  -1750.768
  1161000  -1780.189
  1162000  -1766.163
  1163000  -1806.873
  1164000  -1796.106
  1165000  -1763.268
  1166000  -1789.873
  1167000  -1796.240
  1168000  -1768.147
  1169000  -1795.326
  1170000  -1721.413
  1171000  -1758.944
  1172000  -1786.227
  1173000  -1784.510
  1174000  -1720.102
  1175000  -1741.266
  1176000  -1748.467
  1177000  -1789.075
  1178000  -1781.050
  1179000  -1754.029
  1180000  -1763.362
  1181000  -1722.972
  1182000  -1775.234
  1183000  -1778.260
  1184000  -1768.769
  1185000  -1764.223
  1186000  -1722.618
  1187000  -1697.849
  1188000  -1686.423
  1189000  -1701.135
  1190000  -1754.067
  1191000  -1719.151
  1192000  -1697.153
  1193000  -1800.006
  1194000  -1787.919
  1195000  -1782.049
  1196000  -1752.773
  1197000  -1714.291
  1198000  -1712.733
  1199000  -1731.764
  1200000  -1700.932
  1201000  -1727.159
  1202000  -1757.036
  1203000  -1671.605
  1204000  -1681.581
  1205000  -1690.946
  1206000  -1682.851
  1207000  -1653.545
  1208000  -1630.786
  1209000  -1692.007
  1210000  -1703.070
  1211000  -1731.129
  1212000  -1752.773
  1213000  -1744.405
  1214000  -1715.454
  1215000  -1766.171
  1216000  -1784.397
  1217000  -1758.681
  1218000  -1756.882
  1219000  -1728.636
  1220000  -1750.642
  1221000  -1751.652
  1222000  -1722.241
  1223000  -1749.744
  1224000  -1717.181
  1225000  -1721.308
  1226000  -1749.165
  1227000  -1745.262
  1228000  -1726.154
  1229000  -1710.882
  1230000  -1720.661
  1231000  -1714.015
  1232000  -1695.088
  1233000  -1730.208
  1234000  -1726.523
  1235000  -1800.727
  1236000  -1791.626
  1237000  -1769.031
  1238000  -1765.836
  1239000  -1763.972
  1240000  -1774.117
  1241000  -1793.590
  1242000  -1802.832
  1243000  -1743.751
  1244000  -1783.884
  1245000  -1829.790
  1246000  -1839.446
  1247000  -1858.981
  1248000  -1849.288
  1249000  -1856.167
  1250000  -1831.936
  1251000  -1850.299
  1252000  -1883.686
  1253000  -1894.097
  1254000  -1872.311
  1255000  -1771.995
  1256000  -1786.615
  1257000  -1766.768
  1258000  -1781.019
  1259000  -1747.359
  1260000  -1734.247
  1261000  -1708.378
  1262000  -1746.231
  1263000  -1683.046
  1264000  -1757.618
  1265000  -1740.680
  1266000  -1768.648
  1267000  -1763.219
  1268000  -1748.731
  1269000  -1757.354
  1270000  -1743.975
  1271000  -1715.178
  1272000  -1760.212
  1273000  -1821.557
  1274000  -1729.002
  1275000  -1827.319
  1276000  -1827.570
  1277000  -1813.974
  1278000  -1795.940
  1279000  -1799.181
  1280000  -1752.065
  1281000  -1752.357
  1282000  -1772.789
  1283000  -1776.959
  1284000  -1810.530
  1285000  -1791.276
  1286000  -1743.377
  1287000  -1760.691
  1288000  -1809.513
  1289000  -1763.025
  1290000  -1794.963
  1291000  -1784.153
  1292000  -1801.049
  1293000  -1751.448
  1294000  -1698.388
  1295000  -1761.212
  1296000  -1754.532
  1297000  -1796.538
  1298000  -1804.796
  1299000  -1778.953
  1300000  -1824.316
  1301000  -1819.975
  1302000  -1805.612
  1303000  -1794.703
  1304000  -1842.293
  1305000  -1827.128
  1306000  -1837.240
  1307000  -1829.055
  1308000  -1773.180
  1309000  -1734.690
  1310000  -1774.929
  1311000  -1763.318
  1312000  -1810.850
  1313000  -1761.348
  1314000  -1731.346
  1315000  -1736.131
  1316000  -1738.432
  1317000  -1748.078
  1318000  -1736.658
  1319000  -1767.874
  1320000  -1704.749
  1321000  -1725.050
  1322000  -1700.814
  1323000  -1669.243
  1324000  -1708.140
  1325000  -1738.439
  1326000  -1783.266
  1327000  -1822.475
  1328000  -1836.142
  1329000  -1843.097
  1330000  -1835.148
  1331000  -1845.279
  1332000  -1888.137
  1333000  -1808.339
  1334000  -1826.328
  1335000  -1814.798
  1336000  -1783.664
  1337000  -1785.922
  1338000  -1766.761
  1339000  -1785.023
  1340000  -1792.794
  1341000  -1751.278
  1342000  -1812.477
  1343000  -1760.815
  1344000  -1769.004
  1345000  -1781.238
  1346000  -1790.655
  1347000  -1784.080
  1348000  -1761.261
  1349000  -1752.463
  1350000  -1743.283
  1351000  -1760.983
  1352000  -1719.386
  1353000  -1760.948
  1354000  -1744.527
  1355000  -1677.549
  1356000  -1669.060
  1357000  -1666.910
