Total Average Loss = 0.33296718
Total Average Loss = 0.32228825
Total Average Loss = 0.29346208
Total Average Loss = 0.3260468
Total Average Loss = 0.29982498
Total Average Loss = 0.31224528
Total Average Loss = 0.31078008
Total Average Loss = 0.30162398
Total Average Loss = 0.33987287
Total Average Loss = 0.32549613
Total Average Loss = 0.32746063
Total Average Loss = 0.31182281
Total Average Loss = 0.33797521
Total Average Loss = 0.32194874
Total Average Loss = 0.30712609
Total Average Loss = 0.30410602
Total Average Loss = 0.32588558
Total Average Loss = 0.3666219
Total Average Loss = 0.33403443
Total Average Loss = 0.35456288
Total Average Loss = 0.32371181
Total Average Loss = 0.28669378
Total Average Loss = 0.32484053
Total Average Loss = 0.35822273
Total Average Loss = 0.35628354
Total Average Loss = 0.3529058
Total Average Loss = 0.34022531
Total Average Loss = 0.32240555
Total Average Loss = 0.30844776
Total Average Loss = 0.31514734
Total Average Loss = 0.35937236
Total Average Loss = 0.27081248
Total Average Loss = 0.33480282
Total Average Loss = 0.34246692
Total Average Loss = 0.33608156
Total Average Loss = 0.31939381
Total Average Loss = 0.31168841
Total Average Loss = 0.31932716
Total Average Loss = 0.37695526
Total Average Loss = 0.34960555
Total Average Loss = 0.3028076
Total Average Loss = 0.30035557
Total Average Loss = 0.29422338
Total Average Loss = 0.33550045
Total Average Loss = 0.28160346
Total Average Loss = 0.32525593
Total Average Loss = 0.32521327
Total Average Loss = 0.27428617
Total Average Loss = 0.29782384
Total Average Loss = 0.30846274
Total Average Loss = 0.32189549
Total Average Loss = 0.29754728
Total Average Loss = 0.29822284
Total Average Loss = 0.32011922
Total Average Loss = 0.32625046
Total Average Loss = 0.35236215
Total Average Loss = 0.31536987
Total Average Loss = 0.29010426
Total Average Loss = 0.32226348
Total Average Loss = 0.36565676
Total Average Loss = 0.36128471
Total Average Loss = 0.32208937
Total Average Loss = 0.37230007
Total Average Loss = 0.32159835
Total Average Loss = 0.30941888
Total Average Loss = 0.31111707
Total Average Loss = 0.29530131
Total Average Loss = 0.31210979
Total Average Loss = 0.31211015
Total Average Loss = 0.32961669
Total Average Loss = 0.32931152
Total Average Loss = 0.297613
Total Average Loss = 0.34900626
Total Average Loss = 0.32662326
Total Average Loss = 0.31124388
Total Average Loss = 0.30090741
Total Average Loss = 0.28378956
Total Average Loss = 0.34941204
Total Average Loss = 0.27247889
Total Average Loss = 0.29889917
Total Average Loss = 0.27061759
Total Average Loss = 0.28079378
Total Average Loss = 0.29625104
Total Average Loss = 0.2828664
Total Average Loss = 0.30067367
Total Average Loss = 0.28566586
Total Average Loss = 0.3568242
Total Average Loss = 0.29613392
Total Average Loss = 0.28288254
Total Average Loss = 0.28213584
Total Average Loss = 0.33747056
Total Average Loss = 0.26977467
Total Average Loss = 0.32405786
Total Average Loss = 0.34546872
Total Average Loss = 0.34635246
Total Average Loss = 0.28000679
Total Average Loss = 0.31806043
Total Average Loss = 0.27365395
Total Average Loss = 0.34028722
Total Average Loss = 0.33386731
Total Average Loss = 0.25181442
Total Average Loss = 0.27474631
Total Average Loss = 0.28731252
Total Average Loss = 0.32008388
Total Average Loss = 0.31016998
Total Average Loss = 0.3031204
Total Average Loss = 0.30347238
Total Average Loss = 0.28612888
