Total Average Loss = 0.29157867
Total Average Loss = 0.28215243
Total Average Loss = 0.32671592
Total Average Loss = 0.28557413
Total Average Loss = 0.27738463
Total Average Loss = 0.33387452
Total Average Loss = 0.27975912
Total Average Loss = 0.32383057
Total Average Loss = 0.30782857
Total Average Loss = 0.32023848
Total Average Loss = 0.31708549
Total Average Loss = 0.30460858
Total Average Loss = 0.29886324
Total Average Loss = 0.31804599
Total Average Loss = 0.3237836
Total Average Loss = 0.3402617
Total Average Loss = 0.33887808
Total Average Loss = 0.33425273
Total Average Loss = 0.33044895
Total Average Loss = 0.33944193
Total Average Loss = 0.31466029
Total Average Loss = 0.27564279
Total Average Loss = 0.30880644
Total Average Loss = 0.27067809
Total Average Loss = 0.28182277
Total Average Loss = 0.34807969
Total Average Loss = 0.30979849
Total Average Loss = 0.31355566
Total Average Loss = 0.34235764
Total Average Loss = 0.31701711
Total Average Loss = 0.28581515
Total Average Loss = 0.28207524
Total Average Loss = 0.33176362
Total Average Loss = 0.32926723
Total Average Loss = 0.38668208
Total Average Loss = 0.30499925
Total Average Loss = 0.29644462
Total Average Loss = 0.29182314
Total Average Loss = 0.32836006
Total Average Loss = 0.30395095
Total Average Loss = 0.36702519
Total Average Loss = 0.31759138
Total Average Loss = 0.30747013
Total Average Loss = 0.29929454
Total Average Loss = 0.34758609
Total Average Loss = 0.32959033
Total Average Loss = 0.29850831
Total Average Loss = 0.33620735
Total Average Loss = 0.3149889
Total Average Loss = 0.30298307
Total Average Loss = 0.33122306
Total Average Loss = 0.35419921
Total Average Loss = 0.33982979
Total Average Loss = 0.3480686
Total Average Loss = 0.32703383
Total Average Loss = 0.32784274
Total Average Loss = 0.28687729
Total Average Loss = 0.34251365
Total Average Loss = 0.37554289
Total Average Loss = 0.36116407
Total Average Loss = 0.3826017
Total Average Loss = 0.30123108
Total Average Loss = 0.30797264
Total Average Loss = 0.3191031
Total Average Loss = 0.3221509
Total Average Loss = 0.3736045
Total Average Loss = 0.36581244
Total Average Loss = 0.35762278
Total Average Loss = 0.31931046
Total Average Loss = 0.38071398
Total Average Loss = 0.33224984
Total Average Loss = 0.32282682
Total Average Loss = 0.32302661
Total Average Loss = 0.34983957
Total Average Loss = 0.35489865
Total Average Loss = 0.366958
Total Average Loss = 0.33954665
Total Average Loss = 0.330723
Total Average Loss = 0.35058534
Total Average Loss = 0.30651618
Total Average Loss = 0.30856196
Total Average Loss = 0.32380927
Total Average Loss = 0.32189119
Total Average Loss = 0.33116467
Total Average Loss = 0.28951685
Total Average Loss = 0.35042796
Total Average Loss = 0.34523034
Total Average Loss = 0.34060579
Total Average Loss = 0.37587439
Total Average Loss = 0.34987103
Total Average Loss = 0.34720122
Total Average Loss = 0.34321117
Total Average Loss = 0.30942149
Total Average Loss = 0.35100313
Total Average Loss = 0.38149084
Total Average Loss = 0.34654408
Total Average Loss = 0.35843099
Total Average Loss = 0.30895467
Total Average Loss = 0.35824061
Total Average Loss = 0.33251217
Total Average Loss = 0.37285925
Total Average Loss = 0.35434709
Total Average Loss = 0.3775091
Total Average Loss = 0.36071673
Total Average Loss = 0.35795181
Total Average Loss = 0.34458986
Total Average Loss = 0.37335818
Total Average Loss = 0.3495728
Total Average Loss = 0.38097456
Total Average Loss = 0.33848742
Total Average Loss = 0.34858377
Total Average Loss = 0.36720902
Total Average Loss = 0.34897741
Total Average Loss = 0.36493352
Total Average Loss = 0.34788009
Total Average Loss = 0.32926587
Total Average Loss = 0.38836907
Total Average Loss = 0.36372094
Total Average Loss = 0.35886162
Total Average Loss = 0.3897786
Total Average Loss = 0.41843091
Total Average Loss = 0.34560301
Total Average Loss = 0.33284675
Total Average Loss = 0.36194589
Total Average Loss = 0.40537308
Total Average Loss = 0.36697335
Total Average Loss = 0.37920396
Total Average Loss = 0.35821526
Total Average Loss = 0.35121607
Total Average Loss = 0.36155748
Total Average Loss = 0.38901071
Total Average Loss = 0.37115989
Total Average Loss = 0.39031427
Total Average Loss = 0.3728063
Total Average Loss = 0.39983331
Total Average Loss = 0.3815857
Total Average Loss = 0.36560423
Total Average Loss = 0.3466162
Total Average Loss = 0.37140153
Total Average Loss = 0.39308684
Total Average Loss = 0.33010349
Total Average Loss = 0.36541271
Total Average Loss = 0.39025549
Total Average Loss = 0.3327533
Total Average Loss = 0.34100149
Total Average Loss = 0.4094921
Total Average Loss = 0.41745248
Total Average Loss = 0.42475848
Total Average Loss = 0.41228501
Total Average Loss = 0.35019214
Total Average Loss = 0.36968313
Total Average Loss = 0.38784773
Total Average Loss = 0.39446939
Total Average Loss = 0.35718917
Total Average Loss = 0.39664544
Total Average Loss = 0.39101733
Total Average Loss = 0.39723924
Total Average Loss = 0.41584035
Total Average Loss = 0.42670097
Total Average Loss = 0.41464948
Total Average Loss = 0.4283725
Total Average Loss = 0.37605398
Total Average Loss = 0.37606457
Total Average Loss = 0.39740195
Total Average Loss = 0.38419953
Total Average Loss = 0.39569938
Total Average Loss = 0.37854967
Total Average Loss = 0.39051345
Total Average Loss = 0.39913321
Total Average Loss = 0.41721467
Total Average Loss = 0.48888932
Total Average Loss = 0.47690972
Total Average Loss = 0.40532152
Total Average Loss = 0.38198483
Total Average Loss = 0.40865152
Total Average Loss = 0.40612804
Total Average Loss = 0.40003352
Total Average Loss = 0.34680998
Total Average Loss = 0.41449116
Total Average Loss = 0.41087402
Total Average Loss = 0.46879331
Total Average Loss = 0.38371292
Total Average Loss = 0.44690616
Total Average Loss = 0.39179707
Total Average Loss = 0.37362375
Total Average Loss = 0.39387708
Total Average Loss = 0.41100697
Total Average Loss = 0.45714567
Total Average Loss = 0.42105093
Total Average Loss = 0.39006366
Total Average Loss = 0.3839884
Total Average Loss = 0.42055636
Total Average Loss = 0.43948963
Total Average Loss = 0.43982465
Total Average Loss = 0.43935197
Total Average Loss = 0.40685117
Total Average Loss = 0.43642142
Total Average Loss = 0.41528104
Total Average Loss = 0.41064046
Total Average Loss = 0.40787273
Total Average Loss = 0.47207991
Total Average Loss = 0.44281537
Total Average Loss = 0.47092738
Total Average Loss = 0.42079564
Total Average Loss = 0.38741235
Total Average Loss = 0.43468578
Total Average Loss = 0.43439595
Total Average Loss = 0.47061808
Total Average Loss = 0.47098083
Total Average Loss = 0.45966141
Total Average Loss = 0.47492994
Total Average Loss = 0.45472861
Total Average Loss = 0.50893676
Total Average Loss = 0.50403823
Total Average Loss = 0.5358831
Total Average Loss = 0.47439425
Total Average Loss = 0.48101565
Total Average Loss = 0.48309434
Total Average Loss = 0.43795038
Total Average Loss = 0.48738391
Total Average Loss = 0.49934761
Total Average Loss = 0.47929567
Total Average Loss = 0.42165765
Total Average Loss = 0.43447163
Total Average Loss = 0.40847364
Total Average Loss = 0.48066193
Total Average Loss = 0.49882487
Total Average Loss = 0.45568017
Total Average Loss = 0.44297786
Total Average Loss = 0.47997336
Total Average Loss = 0.48118734
Total Average Loss = 0.44804726
Total Average Loss = 0.45760957
Total Average Loss = 0.51828225
Total Average Loss = 0.46688385
Total Average Loss = 0.46246099
Total Average Loss = 0.48225449
Total Average Loss = 0.51149249
Total Average Loss = 0.47799258
Total Average Loss = 0.48199346
Total Average Loss = 0.49469349
Total Average Loss = 0.44988797
Total Average Loss = 0.49499528
Total Average Loss = 0.45845588
Total Average Loss = 0.51026303
Total Average Loss = 0.47022434
Total Average Loss = 0.48532515
Total Average Loss = 0.47870427
Total Average Loss = 0.52285964
Total Average Loss = 0.46316959
Total Average Loss = 0.47611363
Total Average Loss = 0.47272483
Total Average Loss = 0.47601078
Total Average Loss = 0.47750434
Total Average Loss = 0.47771058
Total Average Loss = 0.52766052
Total Average Loss = 0.47476031
Total Average Loss = 0.45310543
Total Average Loss = 0.46728648
Total Average Loss = 0.46760337
Total Average Loss = 0.49309513
Total Average Loss = 0.52346938
Total Average Loss = 0.5084583
Total Average Loss = 0.49243383
Total Average Loss = 0.53196082
Total Average Loss = 0.53693595
Total Average Loss = 0.53094357
Total Average Loss = 0.52216681
Total Average Loss = 0.63331171
Total Average Loss = 0.55580567
Total Average Loss = 0.57690592
Total Average Loss = 0.57739723
Total Average Loss = 0.63070663
Total Average Loss = 0.54343331
Total Average Loss = 0.63456982
Total Average Loss = 0.65739648
Total Average Loss = 0.69393505
Total Average Loss = 0.68757769
Total Average Loss = 0.68469637
Total Average Loss = 0.72501894
Total Average Loss = 0.83659031
Total Average Loss = 0.85341298
Total Average Loss = 0.87931623
Total Average Loss = 1.03271374
Total Average Loss = 1.09972757
Total Average Loss = 1.14460759
Total Average Loss = 1.22645049
Total Average Loss = 1.19683519
Total Average Loss = 1.22882346
Total Average Loss = 1.25236844
Total Average Loss = 1.24016822
Total Average Loss = 1.27576205
Total Average Loss = 1.34594886
Total Average Loss = 1.35311382
Total Average Loss = 1.3848754
Total Average Loss = 1.43001747
Total Average Loss = 1.39899285
Total Average Loss = 1.35778144
Total Average Loss = 1.39082288
Total Average Loss = 1.47560507
Total Average Loss = 1.51655646
Total Average Loss = 1.44476309
Total Average Loss = 1.46411079
Total Average Loss = 1.40083089
Total Average Loss = 1.26873139
Total Average Loss = 1.3312143
Total Average Loss = 1.23728002
Total Average Loss = 1.15199654
Total Average Loss = 1.15189528
Total Average Loss = 1.04698567
Total Average Loss = 1.08895157
Total Average Loss = 0.91979936
Total Average Loss = 0.93001691
Total Average Loss = 0.94165727
Total Average Loss = 0.97809156
Total Average Loss = 0.91839246
Total Average Loss = 0.98013354
Total Average Loss = 0.87879802
Total Average Loss = 0.93532175
Total Average Loss = 1.09471021
Total Average Loss = 0.99825971
Total Average Loss = 0.8735351
Total Average Loss = 0.85747054
Total Average Loss = 1.04455388
Total Average Loss = 1.00971266
Total Average Loss = 0.88046886
Total Average Loss = 0.9404296
Total Average Loss = 0.9931691
Total Average Loss = 0.93495917
Total Average Loss = 0.92013725
Total Average Loss = 0.88531464
Total Average Loss = 0.9065504
Total Average Loss = 0.93704011
Total Average Loss = 0.98298909
Total Average Loss = 0.93127664
Total Average Loss = 0.85013414
Total Average Loss = 0.99953665
Total Average Loss = 0.86776562
Total Average Loss = 0.88132527
Total Average Loss = 0.8848547
Total Average Loss = 0.84279131
Total Average Loss = 0.81347508
Total Average Loss = 0.76546754
Total Average Loss = 0.82761217
Total Average Loss = 0.80516714
Total Average Loss = 0.82174972
Total Average Loss = 0.7538983
Total Average Loss = 0.79527778
Total Average Loss = 0.78955594
Total Average Loss = 0.72692563
Total Average Loss = 0.72617732
Total Average Loss = 0.79475626
Total Average Loss = 0.83302306
Total Average Loss = 0.77144719
Total Average Loss = 0.72421964
Total Average Loss = 0.73862164
Total Average Loss = 0.77045123
Total Average Loss = 0.75793514
Total Average Loss = 0.77143813
Total Average Loss = 0.73349291
Total Average Loss = 0.75422165
Total Average Loss = 0.81649443
Total Average Loss = 0.80336197
Total Average Loss = 0.77247777
Total Average Loss = 0.76404683
Total Average Loss = 0.83150165
Total Average Loss = 0.74145783
Total Average Loss = 0.71038947
Total Average Loss = 0.72122358
Total Average Loss = 0.75243014
Total Average Loss = 0.67832519
Total Average Loss = 0.75116489
Total Average Loss = 0.73164363
Total Average Loss = 0.75942636
Total Average Loss = 0.73768088
Total Average Loss = 0.74489329
Total Average Loss = 0.87174083
Total Average Loss = 0.7710001
Total Average Loss = 0.80874521
Total Average Loss = 0.88187605
Total Average Loss = 0.84696199
Total Average Loss = 0.76698022
Total Average Loss = 0.72933161
Total Average Loss = 0.78885224
Total Average Loss = 0.71464716
Total Average Loss = 0.70260163
Total Average Loss = 0.74795163
Total Average Loss = 0.74229042
Total Average Loss = 0.7072539
Total Average Loss = 0.69675228
Total Average Loss = 0.82845201
Total Average Loss = 0.75122277
