# System: 10CH3OH-CG
#    Step   Total energy, kJ/mol
        0    -36.943
     1000    -84.832
     2000   -145.040
     3000    -93.265
     4000   -119.158
     5000   -151.000
     6000   -151.216
     7000   -149.463
     8000   -147.036
     9000   -130.814
    10000   -160.437
    11000   -155.572
    12000   -202.786
    13000   -143.140
    14000   -149.324
    15000   -125.307
    16000   -134.324
    17000   -110.395
    18000   -127.566
    19000   -114.571
    20000   -170.178
    21000   -167.644
    22000   -116.837
    23000   -110.258
    24000   -100.907
    25000   -143.891
    26000   -129.360
    27000   -160.016
    28000   -137.460
    29000   -125.833
    30000   -110.176
    31000   -166.026
    32000   -140.023
    33000   -160.708
    34000   -128.672
    35000    -71.913
    36000    -90.710
    37000   -138.743
    38000   -114.375
    39000    -78.234
    40000   -135.412
    41000   -155.840
    42000   -129.052
    43000   -130.767
    44000    -85.122
    45000   -108.496
    46000   -114.788
    47000   -110.038
    48000   -108.116
    49000   -144.959
    50000    -60.082
    51000   -161.547
    52000   -133.583
    53000    -94.405
    54000   -102.468
    55000   -138.305
    56000   -100.676
    57000   -159.273
    58000   -107.647
    59000   -132.369
    60000   -103.023
    61000    -99.787
    62000   -124.393
    63000   -140.271
    64000   -164.820
    65000   -134.089
    66000   -116.323
    67000   -134.228
    68000   -153.982
    69000   -166.840
    70000    -91.985
    71000   -112.154
    72000   -117.424
    73000   -126.140
    74000    -98.972
    75000    -89.990
    76000   -109.713
    77000   -145.419
    78000   -117.207
    79000   -125.296
    80000   -160.581
    81000   -121.351
    82000    -79.898
    83000    -77.352
    84000   -120.487
    85000   -149.184
    86000   -132.122
    87000   -175.238
    88000   -147.004
    89000   -116.490
    90000   -109.184
    91000   -121.815
    92000   -113.883
    93000   -124.068
    94000   -145.323
    95000   -119.267
    96000   -143.297
    97000   -120.683
    98000   -130.765
    99000   -117.299
   100000   -125.224
   101000   -135.378
   102000   -188.324
   103000   -209.410
   104000   -138.662
   105000   -151.805
   106000   -137.355
   107000   -111.424
   108000   -119.717
   109000   -138.126
   110000   -171.339
   111000   -178.532
   112000   -173.013
   113000   -158.134
   114000   -130.360
   115000   -156.204
   116000   -132.906
   117000   -152.428
   118000   -124.735
   119000   -126.949
   120000   -149.121
   121000   -175.220
   122000   -142.556
   123000   -121.204
   124000   -123.110
   125000   -108.798
   126000    -98.065
   127000   -143.915
   128000   -174.318
   129000   -149.125
   130000   -141.996
   131000   -104.236
   132000    -86.764
   133000    -96.585
   134000   -113.469
   135000   -128.119
   136000   -147.521
   137000   -131.574
   138000   -130.500
   139000   -126.382
   140000   -100.164
   141000    -53.984
   142000   -102.818
   143000   -133.228
   144000   -128.245
   145000   -121.163
   146000   -108.596
   147000    -88.319
   148000   -124.926
   149000    -75.059
   150000    -74.695
   151000   -103.761
   152000   -125.621
   153000    -81.421
   154000   -107.838
   155000   -114.144
   156000   -167.892
   157000   -145.798
   158000   -161.767
   159000   -116.454
   160000   -113.241
   161000   -108.641
   162000   -100.109
   163000   -153.802
   164000   -149.474
   165000   -161.245
   166000   -166.495
   167000   -128.563
   168000   -163.555
   169000   -140.064
   170000   -139.087
   171000   -106.352
   172000   -130.028
   173000   -202.720
   174000   -158.221
   175000   -124.099
   176000   -117.587
   177000   -114.499
   178000   -162.737
   179000   -145.247
   180000   -144.392
   181000   -139.352
   182000   -147.140
   183000   -100.889
   184000    -95.296
   185000   -109.325
   186000   -122.233
   187000   -161.296
   188000   -109.393
   189000    -93.271
   190000   -132.058
   191000   -151.306
   192000   -127.101
   193000   -120.677
   194000   -156.415
   195000   -172.307
   196000   -171.922
   197000   -166.462
   198000   -159.847
   199000   -141.403
   200000   -141.115
   201000   -141.896
   202000   -136.786
   203000   -119.489
   204000    -95.717
   205000   -114.606
   206000   -120.863
   207000   -122.459
   208000   -152.916
   209000   -178.204
   210000   -153.536
   211000   -152.930
   212000   -137.778
   213000    -82.666
   214000   -106.242
   215000   -103.680
   216000   -112.902
   217000   -127.638
   218000   -138.114
   219000   -141.550
   220000   -159.271
   221000   -149.928
   222000   -119.565
   223000   -148.086
   224000   -136.501
   225000   -139.299
   226000    -84.756
   227000    -82.035
   228000   -108.229
   229000   -131.915
   230000    -89.228
   231000   -107.137
   232000   -152.954
   233000   -167.453
   234000   -161.157
   235000   -163.609
   236000   -184.068
   237000   -171.145
   238000   -148.807
   239000   -102.655
   240000   -136.473
   241000   -124.322
   242000   -108.690
   243000   -139.540
   244000   -146.389
   245000   -121.490
   246000   -117.698
   247000   -131.224
   248000   -127.372
   249000   -144.962
   250000   -107.540
   251000    -90.376
   252000   -140.818
   253000   -165.147
   254000   -157.082
   255000   -120.787
   256000   -156.506
   257000   -150.701
   258000   -121.268
   259000   -149.380
   260000   -150.461
   261000   -146.481
   262000   -126.719
   263000   -106.748
   264000   -126.011
   265000   -136.901
   266000   -157.914
   267000   -145.098
   268000   -142.637
   269000   -168.847
   270000   -153.723
   271000   -130.302
   272000   -116.751
   273000   -123.310
   274000   -122.685
   275000   -101.209
   276000   -112.294
   277000   -132.540
   278000    -94.225
   279000   -110.183
   280000    -70.372
   281000    -87.664
   282000   -130.412
   283000   -145.342
   284000   -131.472
   285000    -94.657
   286000   -100.941
   287000   -113.586
   288000   -102.389
   289000   -106.901
   290000   -161.537
   291000   -120.610
   292000   -105.320
   293000   -134.400
   294000   -134.091
   295000   -141.207
   296000   -114.455
   297000   -125.702
   298000   -141.893
   299000   -151.559
   300000   -148.510
