# System: 100CH3OH-CG
#    Step   Total energy, kJ/mol
   317000  -1678.367
   318000  -1683.335
   319000  -1702.180
   320000  -1750.683
   321000  -1716.509
   322000  -1752.921
   323000  -1743.058
   324000  -1779.424
   325000  -1738.074
   326000  -1779.801
   327000  -1795.625
   328000  -1874.404
   329000  -1844.731
   330000  -1875.673
   331000  -1864.858
   332000  -1801.566
   333000  -1778.422
   334000  -1756.481
   335000  -1758.200
   336000  -1765.581
   337000  -1771.087
   338000  -1754.125
   339000  -1816.613
   340000  -1740.902
   341000  -1851.951
   342000  -1798.206
   343000  -1760.832
   344000  -1812.798
   345000  -1824.157
   346000  -1795.766
   347000  -1769.881
   348000  -1747.008
   349000  -1747.627
   350000  -1732.280
   351000  -1774.937
   352000  -1799.443
   353000  -1805.910
   354000  -1757.177
   355000  -1779.406
   356000  -1762.320
   357000  -1778.823
   358000  -1779.872
   359000  -1751.987
   360000  -1794.975
   361000  -1802.341
   362000  -1793.217
   363000  -1796.791
   364000  -1783.482
   365000  -1751.363
   366000  -1784.950
   367000  -1830.165
   368000  -1801.482
   369000  -1776.051
   370000  -1766.812
   371000  -1738.505
   372000  -1801.061
   373000  -1789.687
   374000  -1805.091
   375000  -1827.341
   376000  -1822.741
   377000  -1773.584
   378000  -1756.691
   379000  -1770.788
   380000  -1749.846
   381000  -1726.833
   382000  -1742.897
   383000  -1761.297
   384000  -1768.883
   385000  -1764.164
   386000  -1740.391
   387000  -1800.057
   388000  -1793.639
   389000  -1789.820
   390000  -1779.832
   391000  -1766.468
   392000  -1800.739
   393000  -1778.077
   394000  -1793.546
   395000  -1787.457
   396000  -1811.040
   397000  -1840.139
   398000  -1808.939
   399000  -1784.181
   400000  -1793.573
   401000  -1824.878
   402000  -1833.956
   403000  -1817.439
   404000  -1780.699
   405000  -1764.349
   406000  -1806.830
   407000  -1772.670
   408000  -1743.107
   409000  -1810.202
   410000  -1803.164
   411000  -1801.231
   412000  -1818.350
   413000  -1841.140
   414000  -1794.046
   415000  -1841.053
   416000  -1784.466
   417000  -1725.312
   418000  -1726.044
   419000  -1804.563
   420000  -1804.238
   421000  -1812.318
   422000  -1767.128
   423000  -1815.621
   424000  -1794.021
   425000  -1762.119
   426000  -1753.350
   427000  -1789.554
   428000  -1770.645
   429000  -1736.234
   430000  -1772.110
   431000  -1769.154
   432000  -1719.341
   433000  -1729.516
   434000  -1714.643
   435000  -1743.792
   436000  -1699.068
   437000  -1766.108
   438000  -1825.692
   439000  -1857.644
   440000  -1822.884
   441000  -1755.012
   442000  -1729.060
   443000  -1686.107
   444000  -1667.976
   445000  -1700.585
   446000  -1677.068
   447000  -1673.002
   448000  -1667.672
   449000  -1733.607
   450000  -1732.760
   451000  -1736.952
   452000  -1782.668
   453000  -1714.094
   454000  -1770.386
   455000  -1713.850
   456000  -1719.303
   457000  -1776.813
   458000  -1805.198
   459000  -1788.184
   460000  -1795.645
   461000  -1814.195
   462000  -1785.177
   463000  -1764.128
   464000  -1703.644
   465000  -1685.972
   466000  -1729.354
   467000  -1758.121
   468000  -1660.133
   469000  -1617.335
   470000  -1630.545
   471000  -1628.903
   472000  -1698.434
   473000  -1754.039
   474000  -1723.230
   475000  -1725.633
   476000  -1777.093
   477000  -1781.134
   478000  -1783.530
   479000  -1764.444
   480000  -1814.057
   481000  -1738.159
   482000  -1737.611
   483000  -1760.931
   484000  -1774.230
   485000  -1720.525
   486000  -1702.588
   487000  -1678.690
   488000  -1688.062
   489000  -1754.333
   490000  -1770.684
   491000  -1721.097
   492000  -1755.749
   493000  -1733.379
   494000  -1753.656
   495000  -1752.908
   496000  -1741.783
   497000  -1754.834
   498000  -1748.100
   499000  -1813.820
   500000  -1781.320
   501000  -1808.667
   502000  -1817.377
   503000  -1814.787
   504000  -1778.879
   505000  -1757.880
   506000  -1798.460
   507000  -1798.653
   508000  -1836.265
   509000  -1823.642
   510000  -1793.940
   511000  -1814.667
   512000  -1807.303
   513000  -1757.194
   514000  -1772.123
   515000  -1807.143
   516000  -1861.278
   517000  -1774.185
   518000  -1730.460
   519000  -1704.805
   520000  -1743.278
   521000  -1722.914
   522000  -1746.505
   523000  -1746.626
   524000  -1756.216
   525000  -1634.164
   526000  -1735.114
   527000  -1737.595
   528000  -1730.912
   529000  -1713.877
   530000  -1693.238
   531000  -1721.460
   532000  -1813.484
   533000  -1785.805
   534000  -1777.639
   535000  -1855.727
   536000  -1870.968
   537000  -1878.496
   538000  -1818.147
   539000  -1820.591
   540000  -1775.567
   541000  -1745.072
   542000  -1749.899
   543000  -1809.157
   544000  -1864.206
   545000  -1821.719
   546000  -1856.240
   547000  -1825.239
   548000  -1798.179
   549000  -1805.763
   550000  -1801.841
   551000  -1755.023
   552000  -1759.219
   553000  -1760.725
   554000  -1744.024
   555000  -1698.658
   556000  -1725.056
   557000  -1713.773
   558000  -1699.411
   559000  -1736.595
   560000  -1745.168
   561000  -1758.977
   562000  -1723.099
   563000  -1785.546
   564000  -1766.508
   565000  -1730.593
   566000  -1765.434
   567000  -1789.526
   568000  -1763.603
   569000  -1722.694
   570000  -1686.588
   571000  -1743.637
   572000  -1770.532
   573000  -1725.248
   574000  -1745.391
   575000  -1679.621
   576000  -1647.596
   577000  -1717.705
   578000  -1770.217
   579000  -1733.972
   580000  -1814.251
   581000  -1788.721
   582000  -1805.034
   583000  -1783.486
   584000  -1795.371
   585000  -1746.358
   586000  -1720.338
   587000  -1803.032
   588000  -1846.242
   589000  -1805.293
   590000  -1788.189
   591000  -1773.625
   592000  -1764.091
   593000  -1785.990
   594000  -1806.285
   595000  -1823.585
   596000  -1841.260
   597000  -1778.811
   598000  -1770.591
   599000  -1768.808
   600000  -1791.437
   601000  -1776.947
   602000  -1813.243
   603000  -1775.065
   604000  -1800.933
   605000  -1781.915
   606000  -1762.428
   607000  -1754.553
   608000  -1821.131
   609000  -1829.936
   610000  -1804.124
   611000  -1823.229
   612000  -1780.054
   613000  -1773.317
   614000  -1750.195
   615000  -1788.704
   616000  -1792.504
   617000  -1838.020
   618000  -1871.601
   619000  -1873.693
   620000  -1865.314
   621000  -1852.442
   622000  -1869.693
   623000  -1802.004
   624000  -1828.488
   625000  -1852.384
   626000  -1827.284
   627000  -1863.654
   628000  -1839.595
   629000  -1856.897
   630000  -1824.281
   631000  -1831.693
   632000  -1887.834
   633000  -1874.213
   634000  -1848.600
   635000  -1866.983
   636000  -1844.831
   637000  -1832.471
   638000  -1864.628
   639000  -1798.083
   640000  -1780.837
   641000  -1819.311
   642000  -1804.718
   643000  -1864.480
   644000  -1890.808
   645000  -1809.218
   646000  -1803.740
   647000  -1795.405
   648000  -1741.889
   649000  -1800.597
   650000  -1810.807
   651000  -1764.049
   652000  -1772.946
   653000  -1759.055
   654000  -1782.250
   655000  -1820.743
   656000  -1842.853
   657000  -1820.000
   658000  -1860.125
   659000  -1806.321
   660000  -1718.759
   661000  -1714.511
   662000  -1760.389
   663000  -1782.184
   664000  -1811.675
   665000  -1784.801
   666000  -1737.198
   667000  -1777.210
   668000  -1810.365
   669000  -1815.769
   670000  -1774.625
   671000  -1733.804
   672000  -1763.273
   673000  -1767.360
   674000  -1726.851
   675000  -1728.440
   676000  -1720.757
   677000  -1734.218
   678000  -1740.122
   679000  -1724.022
   680000  -1769.869
   681000  -1779.473
   682000  -1839.513
   683000  -1758.723
   684000  -1836.967
   685000  -1821.673
   686000  -1836.901
   687000  -1830.300
   688000  -1837.678
   689000  -1826.981
   690000  -1822.667
   691000  -1763.376
   692000  -1746.517
   693000  -1744.066
   694000  -1773.187
   695000  -1810.870
   696000  -1804.473
   697000  -1786.355
   698000  -1799.785
   699000  -1720.835
   700000  -1694.317
   701000  -1722.705
   702000  -1762.769
   703000  -1799.166
   704000  -1765.945
   705000  -1784.226
   706000  -1729.016
   707000  -1751.933
   708000  -1804.372
   709000  -1763.850
   710000  -1765.148
   711000  -1792.085
   712000  -1735.418
   713000  -1760.617
   714000  -1756.889
   715000  -1733.774
   716000  -1775.080
   717000  -1799.383
   718000  -1804.917
   719000  -1724.349
   720000  -1720.251
   721000  -1747.375
   722000  -1769.328
   723000  -1765.417
   724000  -1756.744
   725000  -1765.538
   726000  -1744.773
   727000  -1767.573
   728000  -1788.333
   729000  -1785.031
   730000  -1764.200
   731000  -1775.811
   732000  -1800.431
   733000  -1734.906
   734000  -1771.531
   735000  -1777.967
   736000  -1820.942
   737000  -1746.842
   738000  -1781.387
   739000  -1745.577
   740000  -1701.184
   741000  -1748.259
   742000  -1800.247
   743000  -1793.793
   744000  -1853.292
   745000  -1830.563
   746000  -1862.612
   747000  -1866.069
   748000  -1820.085
   749000  -1839.061
   750000  -1782.940
   751000  -1737.174
